id,num_orders
1028232,48.38337248316461
1127204,48.38337248316461
1212707,48.38337248316461
1082698,26.709877617783917
1400926,26.709877617783917
1284113,320.6739871909661
1197966,320.6739871909661
1132739,301.76549219699086
1057981,163.8264297641829
1095932,165.67922940304493
1454421,178.698615691599
1149765,172.06846865045236
1166964,384.71449995746303
1010949,172.06846865045236
1409575,210.5133499046285
1181616,162.90143219605403
1456020,306.0758203624021
1264395,291.37461975676905
1472931,291.37461975676905
1412015,75.59874198776998
1461229,22.52786265790735
1014564,22.52786265790735
1485914,160.43689666210003
1345389,160.43689666210003
1006833,160.43689666210003
1174921,66.35580405091983
1175393,66.35580405091983
1152412,162.90143219605403
1497398,162.90143219605403
1363486,30.762122079962694
1366766,43.601276560602685
1192413,43.601276560602685
1319547,193.17628562301257
1337684,193.17628562301257
1479766,224.26938338318365
1460444,336.2337489683787
1139730,208.5538490321136
1115056,208.5538490321136
1335827,48.98973034365284
1385333,364.81573560417286
1096323,364.81573560417286
1230693,340.1448016928259
1027016,160.89635256794327
1181520,171.55344108093485
1306234,161.0143438528766
1271440,166.0801647804148
1269834,473.86910564000016
1176823,166.0801647804148
1193098,65.65666301070101
1034878,67.57691409295208
1010243,147.62930416592081
1451807,147.62930416592081
1016845,146.76281865867443
1198021,59.13114793190843
1413802,47.15016383342703
1231223,30.15095495122344
1274226,325.2306844627958
1425142,310.52948385716275
1211593,310.52948385716275
1419190,41.44773909258171
1180223,41.209965748584125
1194932,55.95608737424331
1323477,107.32702175376059
1371595,104.04243819663284
1171521,95.15327588902423
1052384,95.15327588902423
1060921,95.15327588902423
1261811,159.62351111993138
1246502,158.28251434939807
1497466,159.62351111993138
1232717,61.86472563360013
1136112,61.86472563360013
1196334,334.57952890052456
1349533,146.76281865867443
1463406,147.62930416592081
1447686,47.35520665865036
1336105,47.35520665865036
1012855,167.26731876295224
1180646,167.26731876295224
1062490,180.4919203052341
1098228,68.50804355098305
1101375,68.50804355098305
1400016,68.50804355098305
1439889,42.14816704040581
1408468,28.9996068629861
1044490,28.82211620296121
1290002,397.5572329141502
1190633,408.6543002560493
1040430,318.23785171055886
1049366,173.61860239971617
1224120,161.84843447807702
1293810,161.2210363398811
1197335,168.92764980852496
1323989,505.4559121149532
1129467,168.92764980852496
1229328,66.11210637415968
1164395,66.11210637415968
1217722,162.94680872239124
1171266,162.08032321514486
1024905,207.0379059026674
1343027,59.19451330365112
1141892,47.224103460883015
1302404,47.27882468987934
1170447,313.6582319989338
1140772,298.95703139330067
1103484,298.95703139330067
1387134,19.768321736633567
1117711,19.768321736633567
1472121,19.77765930245846
1289523,23.457809747854412
1091114,23.457809747854412
1043572,23.457809747854412
1103283,72.86950449088903
1265051,72.86950449088903
1168741,72.86950449088903
1052776,160.43689666210003
1206564,159.09589989156675
1302153,160.43689666210003
1083754,76.64536590238617
1097952,62.16809202927297
1251605,76.64536590238617
1333032,64.77816313223218
1086936,162.94680872239124
1088412,162.08032321514486
1236400,41.06837457450095
1244516,40.71210542440414
1380381,40.71210542440414
1495062,193.45110082326914
1439647,186.12353410733476
1019214,219.8428175177935
1316160,71.63514445475857
1022008,71.63514445475857
1138248,71.63514445475857
1052922,42.14816704040581
1181474,28.188568256729354
1046475,28.94565727988072
1216688,334.7512413257678
1067565,334.7512413257678
1008328,394.4590227261808
1430287,164.97161303691433
1406716,161.08708052823067
1105380,161.9028440958208
1248694,166.74729266566783
1252163,505.4559121149532
1443474,166.74729266566783
1033716,63.61836848188605
1300295,63.61836848188605
1311882,63.61836848188605
1257968,162.08032321514486
1226362,162.94680872239124
1030655,162.08032321514486
1210527,59.19451330365112
1278927,47.662682453227404
1232239,47.36530825991551
1133067,298.95703139330067
1382522,298.95703139330067
1219136,298.95703139330067
1498130,19.768321736633567
1251629,19.768321736633567
1032092,19.77765930245846
1249865,160.43689666210003
1207630,160.43689666210003
1144733,160.43689666210003
1436768,76.68970552502765
1148964,62.2124316519145
1237346,64.77816313223218
1206015,162.08032321514486
